review_id,platform,date,star_rating,title,text,language,location,url,is_crypto
69e2ab4d6adb2dc7a6e7de5f,trustpilot,2026-04-17T23:51:09.000Z,5,Very usefull,Very usefull,en,DE,https://www.trustpilot.com/reviews/69e2ab4d6adb2dc7a6e7de5f,False
69e2a3cf163522c61491ed62,trustpilot,2026-04-17T23:19:11.000Z,5,I have no issues with Revolut,"I have no issues with Revolut, I used it recently for two weeks in Spain, and I experienced no problems at all.
Very pleased with  indeed with  Revolut. ",en,GG,https://www.trustpilot.com/reviews/69e2a3cf163522c61491ed62,False
69e2a34c81dc41907a60948b,trustpilot,2026-04-17T23:17:00.000Z,5,Foreign Wallet,Am in Canada right now and being able to create a Canadian wallet has been super easy and works well here. ,en,GB,https://www.trustpilot.com/reviews/69e2a34c81dc41907a60948b,True
69e2a0a243b6909a4402c62b,trustpilot,2026-04-17T23:05:38.000Z,5,I am very satisfied with the services…,I am very satisfied with the services offered by Revolut. It is good anywhere in the world.,en,IT,https://www.trustpilot.com/reviews/69e2a0a243b6909a4402c62b,False
69e2a0337911b880547b287c,trustpilot,2026-04-17T23:03:47.000Z,5,Easy to use,"Easy to use, accepted everywhere",en,ES,https://www.trustpilot.com/reviews/69e2a0337911b880547b287c,False
69e29d8f9852de1d56503650,trustpilot,2026-04-17T22:52:31.000Z,5,good card to have…,the revolut card is easy to use and  easy to put money on it the card did not take long to come through  the other plus about revolut card it does not charge you to put english money on there aswell as euros,en,GB,https://www.trustpilot.com/reviews/69e29d8f9852de1d56503650,False
69e29bf5d039b75d53e2d05b,trustpilot,2026-04-17T22:45:41.000Z,5,Performanta la nivel mondial,Performanta la nivel mondial!  Transferuri rapide și fără comisioane.  Mulțumim Revolut The Best!.,en,DE,https://www.trustpilot.com/reviews/69e29bf5d039b75d53e2d05b,False
69e29bc4ebfe59ea988e5970,trustpilot,2026-04-17T22:44:52.000Z,5,"Great app, super useful","Overall great experience with the app, use it everyday",en,PT,https://www.trustpilot.com/reviews/69e29bc4ebfe59ea988e5970,False
69e29b7d38f40356741b7458,trustpilot,2026-04-17T22:43:41.000Z,5,Amazing platform,Amazing platform ,en,BG,https://www.trustpilot.com/reviews/69e29b7d38f40356741b7458,False
69e29b241d0b3e00b0c3a140,trustpilot,2026-04-17T22:42:12.000Z,5,I like to use revolut🥰,I like to use revolut🥰,en,IT,https://www.trustpilot.com/reviews/69e29b241d0b3e00b0c3a140,False
69e29abfa0a087db7eb70901,trustpilot,2026-04-17T22:40:31.000Z,5,Great features and amazing customer…,Great features and amazing customer service. More than just a bank.,en,IE,https://www.trustpilot.com/reviews/69e29abfa0a087db7eb70901,False
69e29a463e8c39be1c4b8537,trustpilot,2026-04-17T22:38:30.000Z,5,"Always punctual,  accurate,  trustworthy ","Always punctual,  trustworthy and too fast
Thank you 😊 ",en,CY,https://www.trustpilot.com/reviews/69e29a463e8c39be1c4b8537,False
69e298a1df629daba1f8a077,trustpilot,2026-04-17T22:31:29.000Z,5,Good service," Good service, everything from currency conversion to crypto purchases, I recommend it",en,GB,https://www.trustpilot.com/reviews/69e298a1df629daba1f8a077,True
69e2988ef268956769be970e,trustpilot,2026-04-17T22:31:10.000Z,5,Just so easy to use great for ny…,Just so easy to use great for ny everyday spends and saving ,en,GB,https://www.trustpilot.com/reviews/69e2988ef268956769be970e,False
69e2971d7a112d54e2a97487,trustpilot,2026-04-17T22:25:01.000Z,5,Easy to use website,Easy to use website ,en,GB,https://www.trustpilot.com/reviews/69e2971d7a112d54e2a97487,False
69e2949dc27ffd7bace0c5c5,trustpilot,2026-04-17T22:14:21.000Z,5,Good and quick trustworthy service,Good and quick trustworthy service ,en,PT,https://www.trustpilot.com/reviews/69e2949dc27ffd7bace0c5c5,False
69e293b11906fb0405f6ddc7,trustpilot,2026-04-17T22:10:25.000Z,1,I invited my friend and she passed all…,I invited my friend and she passed all conditions but you didn't give me a reward. Also my friend forgot to fill in a form in crypto page and you sold all her Bicoins without her permission and she lost 1000 euros.,en,DE,https://www.trustpilot.com/reviews/69e293b11906fb0405f6ddc7,True
69e2935abcab55ffbf807ca8,trustpilot,2026-04-17T22:08:58.000Z,5,I've haven't had any problems with revolut so far. They have been great and trustworthy. Great online banking. ,I've haven't had any problems with relou,en,GB,https://www.trustpilot.com/reviews/69e2935abcab55ffbf807ca8,False
69e28ea78f04f468f857ca6d,trustpilot,2026-04-17T21:48:55.000Z,3,Great overall ,"Great overall 
Would like to be able to pay directly at the post office ",en,GB,https://www.trustpilot.com/reviews/69e28ea78f04f468f857ca6d,False
69e28dc5eb7172106099b26b,trustpilot,2026-04-17T21:45:09.000Z,5,"Simple, easy , efficient ","Simple to use , pockets are great. Quick efficient way to pay , save , transfer money ",en,IE,https://www.trustpilot.com/reviews/69e28dc5eb7172106099b26b,False
69e28b9f5493109c488873a8,trustpilot,2026-04-17T21:35:59.000Z,5,Simle,"Web simple to understand 
",en,GB,https://www.trustpilot.com/reviews/69e28b9f5493109c488873a8,False
69e28a74a873e39788fafb29,trustpilot,2026-04-17T21:31:00.000Z,1,"Zero protection for customers, Revolut always sides with the merchant","I am beyond frustrated with Revolut's complete lack of buyer protection. They market themselves as a modern banking alternative, but when things go wrong with a merchant, they leave you completely stranded.
Most recently, I paid €33 for an Express Shipping service that was guaranteed to arrive at my home in 2 working days with a signature required. Instead, the service was a total failure: it took 6 days to arrive and was dumped at a local shop without any attempt to deliver to my house or get my signature.
Even though I have proof that the service I paid for was not provided, Revolut has been difficult and dismissive about the dispute.
This isn't the first time, either. A couple of years ago, I bought an online course costed me €250 where the seller failed to deliver what was promised. I never received the course materials, yet when I raised a dispute and provided the details, Revolut refused to help me. After they declined the claim, they simply ignored my follow-up messages.
It seems Revolut is happy to take your money, but the moment you need them to step in and investigate a clear breach of contract or a failed delivery, they hide behind automated bots and excuses. If you value your money and want a bank that actually protects you from bad sellers, stay away from Revolut.",en,GB,https://www.trustpilot.com/reviews/69e28a74a873e39788fafb29,False
69e289fe3df130ef893b1e15,trustpilot,2026-04-17T21:29:02.000Z,5,Brilliant App,"Brilliant App, easy to navigate. Good savings rate too.  ",en,GB,https://www.trustpilot.com/reviews/69e289fe3df130ef893b1e15,False
69e2897a042e044bc17f5232,trustpilot,2026-04-17T21:26:51.000Z,5,Great ,Great experience ,en,IE,https://www.trustpilot.com/reviews/69e2897a042e044bc17f5232,False
69e2891025fd2b32fc6f1b24,trustpilot,2026-04-17T21:25:04.000Z,3,I cannot see it to pay non stores and…,I cannot see it to pay non stores and somehow not been able tour it for submitting Euros,en,US,https://www.trustpilot.com/reviews/69e2891025fd2b32fc6f1b24,False
69e287ee9bc5841d663307b6,trustpilot,2026-04-17T21:20:14.000Z,5,Top revolut,Top revolut ,en,NL,https://www.trustpilot.com/reviews/69e287ee9bc5841d663307b6,False
69e28788f5bc2c8975ebf51e,trustpilot,2026-04-17T21:18:32.000Z,5,I cannot fault Revolut,"I cannot fault Revolut. It's as if they were made for me! Currency exchange for multiple countries,  points accumulated help me treat myself to treats and holidays,  saving rates are favourable and regular payments are reliable. Thank you,  Revolut. ",en,FR,https://www.trustpilot.com/reviews/69e28788f5bc2c8975ebf51e,True
69e28726723519e416d880e3,trustpilot,2026-04-17T21:16:54.000Z,5,All good ,"For me, it's working great. ",en,RO,https://www.trustpilot.com/reviews/69e28726723519e416d880e3,False
69e2871e70f5d5061a282cf0,trustpilot,2026-04-17T21:16:46.000Z,5,Very pleased so far so Good...,Very pleased so far so Good...,en,DK,https://www.trustpilot.com/reviews/69e2871e70f5d5061a282cf0,False
69e285e04fb378e83e5f848b,trustpilot,2026-04-17T21:11:28.000Z,5,Moses,"Easy transfers smooth operation great bank, moving on up well done",en,GB,https://www.trustpilot.com/reviews/69e285e04fb378e83e5f848b,False
69e284130fd244ec950cb7ab,trustpilot,2026-04-17T21:03:47.000Z,5,Best online bank,Everything is superb,en,RS,https://www.trustpilot.com/reviews/69e284130fd244ec950cb7ab,False
69e283f3213c0201a6447451,trustpilot,2026-04-17T21:03:15.000Z,5,I like Revolut for all the benefits…,I like Revolut for all the benefits that gives me ,en,RO,https://www.trustpilot.com/reviews/69e283f3213c0201a6447451,False
69e283203a9d394f14bce000,trustpilot,2026-04-17T20:59:44.000Z,5,BEST OF THE BEST JUST THAT.,BEST OF THE BEST JUST THAT. ,en,CY,https://www.trustpilot.com/reviews/69e283203a9d394f14bce000,False
69e28260aa772b173559067d,trustpilot,2026-04-17T20:56:32.000Z,4,Nice ,"Nice , since I join no problem easy to used ",en,IE,https://www.trustpilot.com/reviews/69e28260aa772b173559067d,False
69e2824ab497aad009bb6351,trustpilot,2026-04-17T20:56:10.000Z,5,You can pay with all around the world…,You can pay with all around the world with.,en,PL,https://www.trustpilot.com/reviews/69e2824ab497aad009bb6351,False
69e2822923b95a9ae158dfe8,trustpilot,2026-04-17T20:55:37.000Z,5,I wish I had joined years ago !,I wish I had joined years ago ! ,en,GB,https://www.trustpilot.com/reviews/69e2822923b95a9ae158dfe8,False
69e27fd506fb38cd424a71ef,trustpilot,2026-04-17T20:45:41.000Z,5,The app is amazing,The app is amazing. The bank is reliable. ,en,IT,https://www.trustpilot.com/reviews/69e27fd506fb38cd424a71ef,False
69e27fba0209f1f99b55d0d6,trustpilot,2026-04-17T20:45:14.000Z,5,this is great card to take on holiday…,"this is great card to take on holiday and preload with mo ey , great for security grwat for currency exchange would highly recommend ",en,GB,https://www.trustpilot.com/reviews/69e27fba0209f1f99b55d0d6,True
69e27f891ffca92f5e8b477c,trustpilot,2026-04-17T20:44:25.000Z,1,"Zero protection for customers, Revolut always sides with the merchant","I am beyond frustrated with Revolut’s complete lack of buyer protection. They market themselves as a modern banking alternative, but when things go wrong with a merchant, they leave you completely stranded.
Most recently, I paid €33 for an Express Shipping service that was guaranteed to arrive at my home in 2 working days with a signature required. Instead, the service was a total failure: it took 6 days to arrive and was dumped at a local shop without any attempt to deliver to my house or get my signature. Even though I have proof that the service I paid for was not provided, Revolut has been difficult and dismissive about the dispute.
This isn't the first time, either. A couple of years ago, I bought an online course costed me €250 where the seller failed to deliver what was promised. I never received the course materials, yet when I raised a dispute and provided the details, Revolut refused to help me. After they declined the claim, they simply ignored my follow-up messages.
It seems Revolut is happy to take your money, but the moment you need them to step in and investigate a clear breach of contract or a failed delivery, they hide behind automated bots and excuses. If you value your money and want a bank that actually protects you from bad sellers, stay away from Revolut.",en,GB,https://www.trustpilot.com/reviews/69e27f891ffca92f5e8b477c,False
69e27f2826d3757e2fdfdc2f,trustpilot,2026-04-17T20:42:48.000Z,5,My experience is so far great,"My experience is so far great. Which trigger me to think about becoming part of Revolut expansion to Africa (the Horn of Africa).

I prepared a proposal for the Board of directors and would like if you could advice the best way to submit that proposal for their review. 

Best Regards
ABDISHAKUR Hassan-kayd",en,ET,https://www.trustpilot.com/reviews/69e27f2826d3757e2fdfdc2f,False
69e27ee30d3772a743cb05fb,trustpilot,2026-04-17T20:41:39.000Z,5,Experinece well and dilighted  for…,Experinece well and dilighted  for revolut ,en,GB,https://www.trustpilot.com/reviews/69e27ee30d3772a743cb05fb,False
69e27e84c3bbc6a1d596687a,trustpilot,2026-04-17T20:40:04.000Z,4,Helpful with connection to Eurobank for…,Helpful with connection to Eurobank for my PayPal account. ,en,GR,https://www.trustpilot.com/reviews/69e27e84c3bbc6a1d596687a,False
69e27e4a5fefbdc899423bdb,trustpilot,2026-04-17T20:39:06.000Z,5,Love Revolut ,"Love Revolut 
Banking made easy and so good if you send money abroad. ",en,GB,https://www.trustpilot.com/reviews/69e27e4a5fefbdc899423bdb,False
69e27dc7a4a7123f0716d9fe,trustpilot,2026-04-17T20:36:55.000Z,5,It's efficient and quick,It's efficient and quick ,en,GB,https://www.trustpilot.com/reviews/69e27dc7a4a7123f0716d9fe,False
69e27ce9ddcf738c47202309,trustpilot,2026-04-17T20:33:13.000Z,5,I am very happy with Revolut and it…,"I am very happy with Revolut and it enhances my interaction with my friends  , who initially encouraged me to join . I find it very useful.  ",en,IE,https://www.trustpilot.com/reviews/69e27ce9ddcf738c47202309,False
