review_id,platform,country,date,star_rating,title,text,thumbs_up,app_version,is_crypto
ca8c9e2c-5d6c-43d1-a1f4-dd9daef8b72d,google_play,gb,2026-04-16T23:03:54,5,,"I not long started Revolut, done investment on crypto, stocks, and commodities, and so easy to invest, as well to use ISA, really happy with the app. I wish I would have use this year's ago, but as the old saying goes better late than never lol.",0,10.125.1,True
350d6a98-3de0-4349-b2dd-8339f3b6c736,google_play,gb,2026-04-16T18:32:43,1,,"it's amazing how bad this company is. trading systems that don't work and are filled with errors. if you lose money cause of this, it's all on you. They wont compansate you in any way. Only thing you can do is talk to their AI assistance, which claims its all your fault, while acting like you're an idiot. Next to that, they have absurdly high fees and buy and sell spreads. on top of this, they screw you over by discontinuing services forcing you to sell your commodities without compensation.",0,10.125.1,True
a90d2842-f596-472f-8430-2e8536be34bb,google_play,gb,2026-04-16T15:43:58,5,,"Revolut is a game-changer for international travelers, offering seamless currency exchange and instant global transfers with very low fees. I love the intuitive interface and the robust security features, such as disposable virtual cards for safe online shopping. It’s a complete financial toolkit that makes managing my budget and investments feel effortless and modern",0,10.125.1,True
ef3690c8-2e5f-4766-a0af-8a9791686d63,google_play,gb,2026-04-16T09:11:42,5,,"good banking so far, good for beginner stocks and crypto aswell as everyday banking.",0,10.125.1,True
970d3668-6a20-471d-8d80-bcc7e33e05c1,google_play,gb,2026-04-16T06:14:41,5,,Excellent banking app that makes traditional high street banks look outdated and out of touch. Great range of investment options too. Definitely worth it! 5 Stars ⭐️⭐️⭐️⭐️⭐️,0,10.123,True
43c964af-e897-4f36-8047-47e158e81a5a,google_play,gb,2026-04-16T04:40:29,5,,"The best fintech app I’ve used. Seamless, fast, and secure. Whether it’s splitting bills with friends, exchanging currency for trips, or managing my monthly budget, the app handles everything effortlessly. Customer support has also been helpful whenever I’ve had a question. If you’re looking for a modern, stress-free way to manage your money, look no further.",0,10.125.1,True
5a950f6e-30df-46f9-a3c6-8b6b8fd3d181,google_play,gb,2026-04-16T01:04:14,5,,"If you often travel abroad, I recommend Revolut as a digital banking app that allows you to make international transactions. This application is very user-friendly and easy to use because registration is fast, without paperwork and it's free and in addition, accounts for children is also available. Overseas purchases are very satisfying due to the low rate spread. Users also have investment opportunities in stocks, crypto and commodities and this is another advantage",0,,True
9ef8a4cd-427c-4fd6-b69e-1d0651b0f820,google_play,gb,2026-04-15T20:17:17,1,,"The support is not helpful and can't block fraudulent payments! Also bought crypto with them, tried to transfer to cold wallet and the payment was blocked with no resolution.",0,10.125.1,True
a3041b35-2fe1-4eaf-95d6-0054ac29d96b,google_play,gb,2026-04-15T17:00:25,5,,"Revolut is an amazing all-in-one finance app. It helps me manage money, track spending, and exchange currencies easily. I really like the budgeting tools and instant notifications for every transaction. The interface is modern and clean, making everything easy to understand. It’s also very useful when travelling. Security features are strong and reliable. Overall, it makes financial management simple and smart. I feel more in control of my money using it.",0,10.125.1,True
42a649a7-84ad-4014-9c7e-b6321aa45808,google_play,gb,2026-04-15T13:29:00,5,,It works very good and for me is very easy to pay with Revolut. I don't need a wallet anymore because I have Revolut in my Phone. Revolut is the best and is with me whatever I go. Revolut is my best friend till now.,0,10.125.1,True
3173dc6d-d37c-4200-97ee-c587bae626b7,google_play,gb,2026-04-15T10:00:47,5,,easy to use if u do international exchange. better to use this app in Europe. 🫶🏼,0,10.125.1,True
190c16a5-28dc-4b72-a2c0-c3daafd7ec8d,google_play,gb,2026-04-15T09:51:54,5,,"Easy to use app, I like the notifications it gives when you buy something.",0,10.125.1,True
5a59494c-4484-4565-89d6-298f7fe45be7,google_play,gb,2026-04-15T09:29:51,5,,"Revolut offers great financial management features. I like the budgeting tools, currency exchange, and the overall user-friendly interface.",0,10.125.1,True
60012e5b-37d5-4a02-8091-1e8e7dc57c10,google_play,gb,2026-04-15T09:22:02,5,,"Revolut is a modern and versatile banking app that makes managing money very easy. It offers useful features like spending insights, currency exchange, and instant transfers. Overall, it’s a great all-in-one financial app for everyday use and travel.",0,,True
eaac5abc-7c81-49b4-a7e2-ce3222dbd9d6,google_play,gb,2026-04-15T08:13:57,5,,"i have been using Revolut for a while This app is really easy to use for me to manage my money,exchange currency and online payment",0,,True
4d75c81c-e894-4855-a83c-b49d4d978f95,google_play,gb,2026-04-15T03:07:10,5,,"Revolut provides modern financial services such as savings, currency exchange, and payments all in one convenient app.",0,10.125.1,True
5034a3dd-f09f-4480-82f2-a6984c2ed2af,google_play,gb,2026-04-14T20:31:51,1,,"After many years of using the app, and despite a good income, they keep rejecting a small loan (less than 5k), without giving any explanation. No visible criteria, no feedback from the customer service, nothing. I only use it for currency exchange now, but other apps give the same option. on top of that, they forced me to change my IBAN to spanish one, even though I opened the account to not have a spanish one, their only advantage went down the drain.",1,10.125.1,True
3970814d-0711-4e48-a8e9-b7912d6c0ae6,google_play,gb,2026-04-14T16:45:15,5,,If someone love to travel abroad. I will suggest Revolut because its can help exchange money faster.,0,10.125.1,True
0b730409-dd03-4610-8cf0-ac9e62a2c23b,google_play,gb,2026-04-14T16:28:51,5,,Helps me to manage my money online. A lifesaver for me as a person who always forget my wallet,0,10.125.1,True
e600c8d3-3fdc-43c0-b244-b6b06ed23672,google_play,gb,2026-04-14T13:19:50,5,,Smart banking features with great currency exchange options.,0,10.125.1,True
8d200d19-aa86-490f-b29c-7056471211d8,google_play,gb,2026-04-14T06:48:44,5,,"This app is excellent. I consistently find the most competitive travel rates here, and its convenience far surpasses that of larger competitors. Moving away from physical travel cards and cash makes traditional methods feel completely obsolete.",0,10.125.1,True
ee1f6493-462c-47c0-9056-53b0357ca629,google_play,gb,2026-04-14T00:17:47,1,,"Lost trust in Revolut. They claim ""fee-free conversion"" but silently bake a markup into every exchange rate - admitted buried on their webpage for legal cover. Worse: as an EU customer holding GBP, the money is trapped. Transferring to a UK bank triggers an international fee. Converting to EUR triggers the hidden markup. There's no free exit. They've engineered it that way. One fee disclosed, one hidden, zero ways out. Never entering their trap again or trusting them in any way further!",0,,True
3d2ea40b-5ea2-4b9b-aefa-554026c53015,google_play,gb,2026-04-13T21:46:59,5,,"I love this banking app. it's security is exceptionally good. I can send, receive crypto easily. the instructions are clear and not complicated. Again the security is excellent. fees are reasonably good. the CS are very helpful. thank you for taking care of me.",0,10.125.1,True
d435b667-9eb2-4265-a932-08a7ba347dbb,google_play,gb,2026-04-13T13:52:24,5,,A modern and smart banking app with great features like budgeting tools and currency exchange. Very intuitive and perfect for managing finances on the go.,0,,True
02c50f36-3b05-46ed-8ab1-3c448b95917d,google_play,gb,2026-04-13T13:46:46,5,,"⭐️⭐️⭐️⭐️⭐️ Very easy and powerful banking app. Fast transactions, good exchange rates, and secure to use. Helpful for spending and managing money. Highly recommended!",0,,True
61634343-1428-49d9-ab94-0c54aae0f1cc,google_play,gb,2026-04-13T13:43:00,5,,Revolut offers great financial tools and easy currency exchange. It’s very user-friendly and perfect for managing money internationally.,0,,True
8ada0975-c585-454e-80f7-52ae895d9dec,google_play,gb,2026-04-13T13:42:08,5,,"Revolut is a modern and convenient app for managing money. It lets you send payments, exchange currencies, and track your spending easily. Overall, it’s a simple and powerful app for everyday banking 👍",0,,True
3f5d8496-3daf-4c80-b75f-9d8c4723da2e,google_play,gb,2026-04-13T13:32:14,5,,"Revolut is a premier financial super-app that redefines modern banking through its versatile multi-currency features. It allows users to hold and exchange dozens of currencies at competitive rates, making it an essential companion for global travel and international transfers. The app’s intuitive interface offers real-time spending analytics and smart budgeting tools that help users track every cent. With advanced security features like disposable virtual cards and instant freezing.",0,10.124,True
d352a822-ff5f-4702-a1e2-7bfa3d0f38fe,google_play,gb,2026-04-13T13:26:53,1,,"If you're a trader or work in finance avoid these at all costs. I tried to make a withdrawal from Ninja Trader and they've withheld the transfer for a week up to now due to needing more ""technical information"" from the sender. They won't cancel or return the payment, they won't give a clear answer of how long it will take, they won't say whether it will be a regular occurrence going forward. Zero reassurance. Bad customer service. I will be closing the account once the transfer is complete.",1,10.125.1,True
6ded3af2-1be9-41bb-81e9-779c40189bfd,google_play,gb,2026-04-12T23:28:20,5,,preferably the best in trading,0,10.125.1,True
c2530bd4-e2ef-41cc-81e0-d95aa9fca083,google_play,gb,2026-04-12T11:22:56,5,,Quick and easy to use. I don't know what I'd do without the currency exchange facility as I travel a fair amount every year.,0,10.124,True
62c10250-fb13-4b34-8a8e-8c9e163f3eaa,google_play,gb,2026-04-11T21:10:53,2,,"have just started with Revolut. till now, it's a good experience with great UI and simpler navigation. One point to mention is if one wants to invest in crypto, THERE's HUGE DIFFERENCE IN PRICE WHEN CREATE AN ORDER WITH BOTH BUYING AND SELLING. (while they already have HIGH TRANSACTION FEE). Buying and selling, average approx 6% (3%+3%) charges, that's a lot!! Team Revolut, pls take it as feedback.",3,10.125.1,True
5ed7e428-6b07-482f-9e93-2b91a5a50560,google_play,gb,2026-04-11T11:40:48,5,,"Super convenient app, great exchange rates, and easy to use. Highly recommend!",0,10.124,True
f7fab184-878e-4834-9a0e-10ff2f3a6f51,google_play,gb,2026-04-11T11:16:18,2,,What's going on with the app? This was the best app I ever had. The last few weeks it's crashing really often when I switch to the crypto bottom tab. Even the main tab crashes. It's like the app is loading the data and something happens on the main thread. The app freezes for a couple of seconds and crash.,0,10.124,True
fca6db03-7798-4e45-94f2-48697ca51459,google_play,gb,2026-04-11T02:36:22,4,,I thought this would be a great service to have. but before you get through to find out about this company you have to do a credit report check this was my mistake they don't do a credit check. it's used to confirm who you are. but it definitely looks like they are asking permission to do a credit check. so I apologise if this review did any harm.,0,10.124,True
e30e2d4d-c7c3-4f14-aacc-650705978ab7,google_play,gb,2026-04-11T00:53:49,5,,"Good application, would be better if trading was made simpler",0,,True
c8b33940-18fe-412c-83a5-0f51d0a27501,google_play,gb,2026-04-10T14:18:43,1,,"My experience was nothing but a nightmare. Crypto deposit is not credited into my wallet after 6 weeks of the transaction. The amount clearly shows on Solscan, but they are dragging me round in circles. Awful customer service, even if you are a premium account holder",0,10.124,True
59afd666-13cd-48ce-b3e3-0c7dbf93c1d6,google_play,gb,2026-04-10T11:16:44,5,,"Very good, best exchange rates",0,10.124,True
e80a5fd6-2079-44d9-aabf-cea6a7257321,google_play,gb,2026-04-10T08:18:55,5,,Something went wrong is not an error message when I want to reset my passcode! How can I reset?,1,10.124,True
c02a4382-3440-4b6d-967b-02aa4b23e0be,google_play,gb,2026-04-10T05:59:42,1,,They communicate with clients only through methods and channels known to them.,0,10.124,True
9ba7260c-e978-4f6f-8a82-0cd004a333b6,google_play,gb,2026-04-09T16:29:33,5,,"Revolut is a reliable and widely used digital payment platform that makes sending and receiving money quick and convenient. Its user-friendly interface and strong security features give peace of mind for online transactions, whether for shopping or business. While fees can sometimes be a bit high, especially for international transfers, its global acceptance and ease of use make it a solid choice for everyday payments.",0,10.124,True
72ae02ce-eefd-4947-9293-44c968a11683,google_play,gb,2026-04-09T14:42:33,1,,App tries to force password change every time you logi and every time you try to do something in it like a maniac. What a shame as to what revolut has become. Stakeholders now are more important than users like every other big lifeless corporation..,0,,True
178869d0-0d3f-4db8-9c6d-23e98a2cd144,google_play,gb,2026-04-09T10:10:33,5,,"Seamless International Banking: ""Revolut has completely changed the way I handle money abroad. The exchange rates are excellent, and I can spend in multiple currencies without any hassle. The app is user-friendly, and transferring money is quick and easy. I love it!""",1,10.124,True
da3eb470-329f-4528-b34f-73213dec2be4,google_play,gb,2026-04-09T08:40:28,3,,"You will submit erroneous fraud claims if you rely on the geographical information given with each transaction. I recently received a report of my spending when in France. All transactions shown, except one, was made in France. The exception was one that took place in the Netherlands with a company I didn't recognise in a city I haven't visited in 14 years. Only after my fraud claim was turned down did I find the transaction took place in France, not the Netherlands.",0,10.124,True
d9a622a5-dc51-45eb-b1ad-d9f84a2fa345,google_play,gb,2026-04-08T12:50:15,5,,"I really enjoy the revolut app especially the micro courses that have been implemented also. It's educational and the reward system is motivational, I do think the subscription could be changed though. into more reflective on accomplishments and educational subscription based. the financial and investment crypto could possibly be more simplified. apart from thats customer service very polite but may need to update based on user and intellectual to comply with legal and compliance requirements",1,10.124,True
79119a4e-7cfc-415d-83d6-1cfc3811d33c,google_play,gb,2026-04-08T11:58:32,5,,it feels very comfortable and easy to use and their exchange rates are quite good,0,10.124,True
4961823f-f23d-4eec-b8eb-bb00027da54f,google_play,gb,2026-04-08T08:49:22,1,,thought I'd use revolt to start putting some money away as crypto. don't bother. yes it's only £10 but can't afford much at moment. so the charged £1.49 to purchase bitcoin. then to transfer to my cake wallet was £3+ fee so from £10 I got £5.something. oh and because they don't have proton wallet I'll have another transfer fee from said £5 so I'll end up with £3 worth now.. great job never using again,1,10.123,True
32ad73eb-6d71-4e36-a108-e55fffcfa51a,google_play,gb,2026-04-07T22:42:17,3,,"The best app for exchanging currency, but it has high fees for trading PLUS when trading oil Cfds the app was laggy and quite frankly I couldn't understand when I asked gaining or losing money, especially with the latest update on CFDs mechanics changes. Buying and selling concurrently was possible while now I tried it and lost money cause it closed the positions instead of holding new ones. Edit : 15 minutes later and with my trades closed the worth of my portfolio keeps changing somehow",1,10.124,True
8c36a301-0995-4aec-aa55-68d0e9f3f552,google_play,gb,2026-04-07T18:54:38,5,,Issue resolved itself. Could have been something to do with being logged in on mobile and desktop at the same time. Or possibly a server side issue.,0,10.124,True
f1bf2025-be02-4c9b-8e1e-9c59e3bab355,google_play,gb,2026-04-07T13:44:46,1,,"Since the new update the App is not working correctly, moving finances between wallets has become impossible. Roll out upgrades when they work not before",0,10.124,True
d9cbd21a-3697-4481-a4a0-13d441fa95ce,google_play,gb,2026-04-07T09:51:47,5,,"I've used revolut for 10 years now. At the beginning I used it for currency exchange as my previous job had me travelling multiple times a week. Now I use it as my everyday account, as well as small amounts in investments and crypto. I've only ever had a hiccup about 5 years ago when Revolut froze my account to check for money laundering (I had an unusually large income for about 3 months) - I shared my payslips and it was sorted within a day. Overall a pretty good experience for me.",0,10.124,True
90337a74-a4d5-45b5-810c-35e00fcfcb08,google_play,gb,2026-04-07T07:12:03,5,,very good banking app with currency exchange,0,10.123,True
7ecbb0b6-beb2-4e68-91a2-2bf79f94a333,google_play,gb,2026-04-07T06:49:53,5,,"Great app for managing money. Easy transfers, good exchange rates, and very user-friendly.",0,,True
a480678a-9d13-41fb-a0da-e960dccfa94c,google_play,gb,2026-04-07T05:15:58,1,,"Funds frozen for 10+ days due to a technical bug. 250 USDT inaccessible, Not a user error, not a compliance issue — purely a platform bug. Unacceptable for a fintech handling real money. Formal complaint in progress.",0,10.124,True
780cd949-9a7c-4b1b-9573-d51a3d28e99f,google_play,gb,2026-04-06T19:44:30,5,,"Awesome for travel, low to no taxes at all and very good exchange rates. I also enjoy their savings options.",0,10.124,True
d23dc989-d858-4864-99c1-9c543ef540c5,google_play,gb,2026-04-06T14:46:56,5,,"Whenever I paid for something, it shows the amount as ""upcoming payment"" for days, even after it has already been paid. When there's several payments, it's very hard to overlook what has been paid already and what is still about to go out. Please fix this, besides of that I'm very satisfied.",1,10.124,True
6924387b-a85e-4930-8d07-7c5887df77d3,google_play,gb,2026-04-06T12:56:48,5,,Always works as it should whether here or abroad. Wouldn't be without it.,0,10.124,True
874fef87-cd82-43de-90e8-91c41434e59e,google_play,gb,2026-04-06T11:05:46,1,,"can't type my code, can't update it even deleting apps and can't even log in now or press something. why the touchscreen seems not to work anymore with this app??",0,10.123,True
